Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care Instructions (product.metafields.custom.care_instructions),Materials (product.metafields.custom.materials),Shipping & Returns (product.metafields.custom.shipping_returns),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / International,Price / International,Compare At Price / International,Status
overall-jumpsuit-sage-with-cotton-bloom,,,,,,,,,9-12M,,,,,,,,OJWZ-SAGE-9-12M,0.0,shopify,29,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07719.jpg?v=1774606562,3,"Baby sleepsuit in sage cotton bloom organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,,kg,,141.41,,,,
overall-jumpsuit-sage-with-cotton-bloom,,,,,,,,,12-18M,,,,,,,,OJWZ-SAGE-12-18M,0.0,shopify,26,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,141.41,,,,
overall-jumpsuit-alabaster-with-cotton-bloom,"Baby Sleepsuit — Organic Egyptian Cotton, Alabaster Cotton Bloom","<p>Designed for comfort from morning to night.</p>

<p>This sleepsuit is crafted from 100% organic Egyptian cotton in our beautiful Cotton Bloom print — a delicate all-over motif inspired by the cotton flower. A full-length diagonal zip makes dressing quick and fuss-free, with a zip guard at the top to protect delicate skin.</p>

<p>The relaxed fit allows complete freedom of movement for play, crawling and sleep. Fold-over cuffs at the wrists and ankles keep little hands and feet warm when needed. Extra-long staple Egyptian cotton fibres create an exceptionally soft, breathable fabric that gets softer with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Beautiful Cotton Bloom all-over print</li>
<li>Full-length zip for easy dressing</li>
<li>Zip guard to protect delicate skin</li>
<li>Fold-over cuffs at wrists and ankles</li>
<li>Relaxed fit for comfort and movement</li>
<li>GOTS certified organic</li>
</ul>

<p>In our Alabaster Cotton Bloom. A beautiful piece for everyday wear and a lovely gift.</p>",Caico Cotton,Apparel & Accessories > Clothing > One-Pieces > Overalls,Baby & Toddler,"baby, Baby Clothes, cotton bloom, jumpsuit, organic egyptian cotton",true,Size,3-6M,,,,,,,,OJWZ-ALA-3-6M,0.0,shopify,16,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/unnamed_7.jpg?v=1775047615,1,"",false,Baby Sleepsuit Alabaster Cotton Bloom — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton baby sleepsuit in Alabaster Cotton Bloom. GOTS certified, hypoallergenic. Perfect for gifting. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,,kg,,141.41,true,,,active
overall-jumpsuit-alabaster-with-cotton-bloom,,,,,,,,,6-9M,,,,,,,,OJWZ-ALA-6-9M,0.0,shopify,17,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07702_1dc2a281-9763-4c43-abd0-9283e2a6af2b.jpg?v=1775047615,2,"Baby sleepsuit in alabaster cotton bloom organic Egyptian cotton, front view",,,,,,,,,,,,,,,,,,,,kg,,141.41,,,,
overall-jumpsuit-alabaster-with-cotton-bloom,,,,,,,,,9-12M,,,,,,,,OJWZ-ALA-9-12M,0.0,shopify,17,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07718_bed089e8-af5e-45f7-a057-830c08c09f83.jpg?v=1775047615,3,"Baby sleepsuit in alabaster cotton bloom organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,,kg,,141.41,,,,
overall-jumpsuit-alabaster-with-cotton-bloom,,,,,,,,,12-18M,,,,,,,,OJWZ-ALA-12-18M,0.0,shopify,14,deny,manual,29.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,141.41,,,,
pajama-set-long-sleeve-t-shirt-and-pants-sage-with-cotton-bloom,"Kids Long Sleeve Pyjamas — Organic Egyptian Cotton, Sage Cotton Bloom","<p>There is something special about clothing made from truly exceptional cotton.</p>

<p>This pyjama set is crafted from 100% organic Egyptian cotton in our beautiful Cotton Bloom print — a delicate all-over motif inspired by the cotton flower. The two-piece set includes a relaxed long sleeve top and comfortable trousers with an elastic waistband and ribbed cuffs.</p>

<p>Designed for comfort from evening through to morning, the breathable Egyptian cotton helps regulate temperature naturally — keeping children comfortable throughout the night. The fabric gets softer with every wash, making it a set they'll want to wear every evening.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Beautiful Cotton Bloom all-over print</li>
<li>Two-piece set: long sleeve top and trousers</li>
<li>Elastic waistband with ribbed cuffs</li>
<li>Naturally breathable and temperature regulating</li>
<li>Relaxed fit for comfortable sleep</li>
<li>GOTS certified organic</li>
</ul>

<p>In our Sage Cotton Bloom. A beautiful gift for children.</p>",Caico Cotton,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Pajamas,Children Clothes,"children, cotton bloom, gift, kids, organic egyptian cotton, pyjamas",true,Size,2-3Y,,,,,,,,CTLSP-SAGE-2-3Y,0.0,shopify,21,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/Generated_Image_March_16_2026_-_12_04PM_jpg.jpg?v=1774605911,1,"",false,Kids Long Sleeve Pyjamas Sage Cotton Bloom — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids long sleeve pyjamas in Sage Cotton Bloom. Top and trousers set. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,,kg,,178.46,true,,,active
pajama-set-long-sleeve-t-shirt-and-pants-sage-with-cotton-bloom,,,,,,,,,3-4Y,,,,,,,,CTLSP-SAGE-3-4Y,0.0,shopify,24,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07683-2.jpg?v=1774605911,2,"Kids long sleeve pyjamas in sage cotton bloom organic Egyptian cotton, front view",,,,,,,,,,,,,,,,,,,,kg,,178.46,,,,
pajama-set-long-sleeve-t-shirt-and-pants-sage-with-cotton-bloom,,,,,,,,,4-5Y,,,,,,,,CTLSP-SAGE-4-5Y,0.0,shopify,21,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07683.jpg?v=1774606101,3,"",,,,,,,,,,,,,,,,,,,,kg,,178.46,,,,
pajama-set-long-sleeve-t-shirt-and-pants-sage-with-cotton-bloom,,,,,,,,,5-6Y,,,,,,,,CTLSP-SAGE-5-6Y,0.0,shopify,23,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07679.jpg?v=1774606107,4,"",,,,,,,,,,,,,,,,,,,,kg,,178.46,,,,
pajama-set-long-sleeve-t-shirt-and-pants-sage-with-cotton-bloom,,,,,,,,,6-7Y,,,,,,,,CTLSP-SAGE-6-7Y,0.0,shopify,21,deny,manual,36.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,178.46,,,,
pajama-set-long-sleeve-t-shirt-and-pants-alabaster-with-cotton-bloom,"Kids Long Sleeve Pyjamas — Organic Egyptian Cotton, Alabaster Cotton Bloom","<p>There is something special about clothing made from truly exceptional cotton.</p>

<p>This pyjama set is crafted from 100% organic Egyptian cotton in our beautiful Cotton Bloom print — a delicate all-over motif inspired by the cotton flower. The two-piece set includes a relaxed long sleeve top and comfortable trousers with an elastic waistband and ribbed cuffs.</p>

<p>Designed for comfort from evening through to morning, the breathable Egyptian cotton helps regulate temperature naturally — keeping children comfortable throughout the night. The fabric gets softer with every wash, making it a set they'll want to wear every evening.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Beautiful Cotton Bloom all-over print</li>
<li>Two-piece set: long sleeve top and trousers</li>
<li>Elastic waistband with ribbed cuffs</li>
<li>Naturally breathable and temperature regulating</li>
<li>Relaxed fit for comfortable sleep</li>
<li>GOTS certified organic</li>
</ul>

<p>In our Alabaster Cotton Bloom. A beautiful gift for children.</p>",Caico Cotton,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Pajamas,Children Clothes,"children, cotton bloom, gift, kids, organic egyptian cotton, pyjamas",true,Size,2-3Y,,,,,,,,CTLSP-ALA-2-3Y,0.0,shopify,20,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/Generated_Image_March_12_2026_-_10_33AM_jpg.jpg?v=1774606066,1,"",false,Kids Long Sleeve Pyjamas Alabaster Cotton Bloom — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids long sleeve pyjamas in Alabaster Cotton Bloom. Top and trousers set. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,,kg,,178.46,true,,,active
pajama-set-long-sleeve-t-shirt-and-pants-alabaster-with-cotton-bloom,,,,,,,,,3-4Y,,,,,,,,CTLSP-ALA-3-4Y,0.0,shopify,20,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07697-2.jpg?v=1774606066,2,"Kids long sleeve pyjamas in alabaster cotton bloom organic Egyptian cotton, front view",,,,,,,,,,,,,,,,,,,,kg,,178.46,,,,
pajama-set-long-sleeve-t-shirt-and-pants-alabaster-with-cotton-bloom,,,,,,,,,4-5Y,,,,,,,,CTLSP-ALA-4-5Y,0.0,shopify,23,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/Generated_Image_March_24_2026_-_12_52PM_jpg.jpg?v=1774605973,3,"",,,,,,,,,,,,,,,,,,,,kg,,178.46,,,,
pajama-set-long-sleeve-t-shirt-and-pants-alabaster-with-cotton-bloom,,,,,,,,,5-6Y,,,,,,,,CTLSP-ALA-5-6Y,0.0,shopify,24,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07694.jpg?v=1774606055,4,"",,,,,,,,,,,,,,,,,,,,kg,,178.46,,,,
pajama-set-long-sleeve-t-shirt-and-pants-alabaster-with-cotton-bloom,,,,,,,,,6-7Y,,,,,,,,CTLSP-ALA-6-7Y,0.0,shopify,24,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07697.jpg?v=1774606055,5,"",,,,,,,,,,,,,,,,,,,,kg,,178.46,,,,
sage-long-sleeve-t-shirt-and-pants-pajama-set,"Kids Summer Pyjamas — Organic Egyptian Cotton, Sage Cotton Bloom","<p>Light, soft and made for warmer nights.</p>

<p>This summer pyjama set is crafted from 100% organic Egyptian cotton in our Cotton Bloom print. The two-piece set includes a relaxed short sleeve top and lightweight shorts with an elastic waistband — designed for warm weather comfort.</p>

<p>The breathable Egyptian cotton helps regulate temperature naturally, keeping children cool and comfortable on warmer nights. Extra-long staple fibres ensure the fabric is exceptionally soft and gets better with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Cotton Bloom all-over print</li>
<li>Two-piece set: short sleeve top and shorts</li>
<li>Elastic waistband for comfort</li>
<li>Lightweight and breathable for summer</li>
<li>GOTS certified organic</li>
</ul>

<p>In our Sage Cotton Bloom. Perfect for summer nights and holiday packing.</p>",Caico Cotton,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Pajamas,Children Clothes,"children, cotton bloom, gift, kids, organic egyptian cotton, pyjamas",true,Size,2-3Y,,,,,,,,CTSS-SAGE-2-3Y,0.0,shopify,32,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/Generated_Image_March_24_2026_-_3_30PM.jpg?v=1774605603,1,"",false,Kids Summer Pyjamas Sage Cotton Bloom — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids summer pyjamas in Sage Cotton Bloom. Short sleeve top and shorts. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,,kg,,138.56,true,,,active
sage-long-sleeve-t-shirt-and-pants-pajama-set,,,,,,,,,3-4Y,,,,,,,,CTSS-SAGE-3-4Y,0.0,shopify,27,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07678-2.jpg?v=1774605603,2,"Kids summer pyjamas in sage cotton bloom organic Egyptian cotton, front view",,,,,,,,,,,,,,,,,,,,kg,,138.56,,,,
sage-long-sleeve-t-shirt-and-pants-pajama-set,,,,,,,,,4-5Y,,,,,,,,CTSS-SAGE-4-5Y,0.0,shopify,26,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07678.jpg?v=1774605615,3,"",,,,,,,,,,,,,,,,,,,,kg,,138.56,,,,
sage-long-sleeve-t-shirt-and-pants-pajama-set,,,,,,,,,5-6Y,,,,,,,,CTSS-SAGE-5-6Y,0.0,shopify,33,deny,manual,36.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/DSC07677.jpg?v=1774605615,4,"",,,,,,,,,,,,,,,,,,,,kg,,138.56,,,,
